0000789019;7567652935;1200000000000;286556000000;102330000000;11356000000;36477000000;35330000000;7379000000;1
0001067983;1385994959;417300000000;817729000000;424791000000;61151000000;137838000000;28536000000;6200000000;1
0000034088;4232190744;324000000000;362597000000;191650000000;3089000000;253018000000;233684000000;6633000000;1
0000072971;4099887226;208700000000;1927555000000;187146000000;0;9309000000;0;4900000000;1
0000200406;2634721257;368000000000;157728000000;0;17305000000;17658000000;25674000000;957000000;1
0000040545;8740232000;90100000000;801071000000;28316000000;0;43290000000;251000000;3272000000;1
0000019617;3073976616;354989423493;2687379000000;261330000000;0;25813000000;6121000000;8190000000;1
0000104169;0;155125468742;219295000000;72496000000;7722000000;104317000000;81493000000;17424000000;1
0000080424;2486086692;304000000000;115095000000;0;0;21271000000;22122000000;850000000;1
0000078003;5547639005;241000000000;167489000000;63143000000;1305000000;13967000000;16789000000;1400000000;1
0001018724;497810444;786284080955;225248000000;62060000000;36092000000;72705000000;46975000000;25141000000;1
0001326801;2405745740;478000000000;133376000000;101054000000;19079000000;24683000000;6890000000;9460000000;1
0000732712;4135863778;236226048492;291727000000;0;2594000000;91915000000;173819000000;23241000000;1
0000732717;7172884070;245000000000;551669000000;0;12130000000;130128000000;203410000000;24039000000;1
0000093410;1879324765;236200000000;237428000000;144213000000;0;51359000000;171037000000;4074000000;1
0000021344;4290276067;215914430571;86381000000;18981000000;6480000000;10838000000;8083000000;1372000000;1
0000070858;8728530308;270935450750;2434079000000;264810000000;161560000000;10561000000;0;9700000000;1
0001341439;3068682000;107880125000;108709000000;21785000000;20514000000;6252000000;6823000000;0;1
0000882095;1263636656;66400000000;61627000000;22525000000;11631000000;4502000000;1422000000;668000000;1
0000831001;2106486793;0;1951158000000;193242000000;0;0;0;4400000000;1
0000051143;888408023;122100000000;152186000000;20841000000;8172000000;10010000000;22018000000;4996000000;1
0000310158;2536268760;215106000000;84397000000;25907000000;9700000000;15053000000;17686000000;1100000000;1
0001166691;4543590270;190526000000;352626000000;266765000000;5500000000;48322000000;53239000000;4200000000;1
0000354950;0;232300000000;51236000000;51729000000;2133000000;0;20564000000;5700000000;1
0000077476;1389544618;185400000000;78547000000;61946000000;5509000000;19305000000;23698000000;1548000000;1
0000858877;0;207100000000;97793000000;40266000000;11750000000;2789000000;9250000000;1200000000;1
0000050863;4277000000;0;136524000000;77504000000;0;55386000000;73321000000;706000000;1
0001403161;1692383762;272700000000;72574000000;0;7838000000;2695000000;3875000000;0;1
