0000789019;7567652935;1200000000000;286556000000;1
0001067983;1385994959;417300000000;817729000000;1
0000034088;4232190744;324000000000;362597000000;1
0000072971;4099887226;208700000000;1927555000000;1
0000200406;2634721257;368000000000;157728000000;1
0000040545;8740232000;90100000000;801071000000;1
0000019617;3073976616;354989423493;2687379000000;1
0000104169;0;155125468742;219295000000;1
0000080424;2486086692;304000000000;115095000000;1
0000078003;5547639005;241000000000;167489000000;1
0001018724;497810444;786284080955;225248000000;1
0001326801;2405745740;478000000000;133376000000;1
0000732712;4135863778;236226048492;291727000000;1
0000732717;7172884070;245000000000;551669000000;1
0000093410;1879324765;236200000000;237428000000;1
0000021344;4290276067;215914430571;86381000000;1
0000070858;8728530308;270935450750;2434079000000;1
0001341439;3068682000;107880125000;108709000000;1
0000882095;1263636656;66400000000;61627000000;1
0000831001;2106486793;0;1951158000000;1
0000051143;888408023;122100000000;152186000000;1
0000310158;2536268760;215106000000;84397000000;1
0001166691;4543590270;190526000000;352626000000;1
0000354950;0;232300000000;51236000000;1
0000077476;1389544618;185400000000;78547000000;1
0000858877;0;207100000000;97793000000;1
0000050863;4277000000;0;136524000000;1
0001403161;1692383762;272700000000;72574000000;1
0001413329;1555911930;122000000000;42875000000;1
0001578845;329765537;54800000000;0;1
0000064803;1304159680;70617679934;222449000000;1
0000731766;948573372;229868010278;173889000000;1
0000014272;2257510796;74102479936;129944000000;1
0001551152;1479156683;106362457090;89115000000;1
0000087347;1384515345;54890000000;56312000000;1
0001141391;994281310;235900000000;29236000000;1
0000804328;1131000000;74900000000;32957000000;1
0000764180;1858366804;88000000000;0;1
0000012927;563152208;204800000000;133625000000;1
0000066740;575600000;99700000000;44659000000;1
0000059478;956382203;93167000000;39286100000;1
0000101829;865308981;112271798129;139716000000;1
0000063908;745446655;157661991693;47510800000;1
0000875045;174064011;43010112437;27234300000;1
0000886982;345672769;73400000000;992968000000;1
0000100885;690261490;0;61673000000;1
0000005272;873422023;46348000000;525064000000;1
0001506307;2265063459;40707308596;84047000000;1
0000829224;1173700000;77400000000;19219600000;1
0000773840;712599803;125600000000;58679000000;1
0000004962;808040664;102700000000;198321000000;1
0000036104;1522494686;0;495426000000;1
0000895421;1599276515;69733657018;895429000000;1
0001065088;700853307;31354367947000000000;0;1
0000320187;1244871297;123844132290;23717000000;1
0000001800;1763433243;144956566468;67887000000;1
0001163165;1081132415;67700000000;70514000000;1
0001090727;702088016;72097367231;57857000000;1
0001103982;1432943006;76700000000;64549000000;1
0000060667;754948648;0;39471000000;1
0000909832;441228027;140245657604;45400000000;1
0001099219;915828071;46500000000;740463000000;1
0001467373;658883029;115077476776;29789880000;1
0000936468;281937366;102100000000;47528000000;1
0000313616;696237113;91100000000;62081600000;1
0001061219;2189226130;0;61733200000;0
0000021665;855029777;61300000000;15034000000;1
0000029915;741678966;36300000000;60524000000;1
0001075531;41061814;0;21402000000;1
0000037996;3894078249;40091238995;258537000000;1
0000797468;895224961;0;109330000000;1
0001063761;306860960;48849000000;31231630000;1
0000047217;1289636312;22154410824;33467000000;1
0000027419;500961951;41576546635;41290000000;1
0000927653;0;25000000000;59672000000;1
0000872589;108170839;32929000000;14805200000;1
0000030554;749403000;22100000000;42397000000;1
0000097745;398828389;117442498000;58381000000;1
0001326160;733321965;64230558771;158838000000;1
0000097476;933975619;107187939993;18018000000;1
0001467858;1429002063;54700000000;228037000000;1
0000713676;428726784;60900000000;410295000000;1
0000018230;550082610;76800000000;78453000000;1
0000040533;289627333;48851568997;48841000000;1
0000927628;457122734;42400000000;390365000000;1
0001048911;261954496;38100000000;54403000000;1
0001390777;890210117;41580614768;381508000000;1
0001108524;895000000;92700000000;30737000000;1
0000821189;582054451;54011000000;37124608000;1
0000109198;1197698188;63300000000;22570137000;1
0001489393;333554886;25300000000;30435000000;1
0000753308;488965893;97905404884;117691000000;0
0001534701;439445842;41900000000;58720000000;1
0001300514;763684915;19894504221;23199000000;0
0000107263;1212494859;32986794536;46040000000;1
0000899866;221400872;28243087610;17544600000;1
0000316709;1286215799;47400000000;294005000000;1
0001065280;438806649;156930337748;33975712000;1
0000715957;838000325;0;103823000000;1
0001053507;442911804;89900000000;42801600000;1
0000796343;482130975;102250000000;20762400000;1
0000055785;341795666;45900000000;15283000000;1
0001137774;397000000;40700000000;896552000000;1
0000092122;1054228409;57800000000;118700000000;1
0001041061;300822322;33600000000;5231000000;1
0000860730;338427300;36403000000;45058000000;0
0000008670;429965405;73532680590;41887700000;1
0000056873;777891827;18200000000;38118000000;1
0000310764;374575145;71863352935;30167000000;1
0001058290;548637106;34900000000;16204000000;1
0000032604;598039467;28300000000;20497000000;1
0001276187;2689897793;30570000000;98880000000;0
0000045012;879911447;19800000000;25377000000;1
0000027904;640093995;36900000000;64532000000;1
0000040704;609869264;31856100000;30111200000;1
0000049826;318864237;45600000000;15068000000;1
0001393311;174758632;35489494000;11365444000;1
0000896159;451907796;67000000000;189152000000;1
0001035002;409337126;35500000000;66306000000;1
0000031462;288166440;56547973473;20869100000;1
0001156375;358402226;68500000000;75215300000;1
0001318605;181341586;31540000000;0;0
